"notation","title","description","id","title_en","description_en"
"4.1.1.3","Regulation der Genaktivität bei Eukaryoten: Transkriptionsfaktoren, Modifikationen des Epigenoms durch Methylierung, Zusammenhänge zwischen genetischem Material, Genprodukten und Merkmal","","s4t",,
"4.1.1.4","Genetik menschlicher Erkrankungen: Familienstammbäume, Gentest und Beratung, Gentherapie","","u2h",,
"4.1.2","Zusätzliche Inhalte für das erhöhte Anforderungsniveau","","t9b",,
"4.1.2.1","Krebs: Krebszellen, Onkogene und Anti-Onkogene, personalisierte Medizin","","h2g",,
"4.1.2.2","Modifikationen des Epigenoms: Histonmodifikation","","u2p",,
"4.1.2.3","RNA-Interferenz","","p6d",,
"4.2","Entstehung und Entwicklung des Lebens","","v2p",,
"4.2.1","Inhalte für das grundlegende und das erhöhte Anforderungsniveau","","x6q",,
"4.2.1.1","Stammbäume: ursprüngliche und abgeleitete Merkmale","","e4a",,
"4.2.1.2","Belege für die Evolution: molekularbiologische Homologien","","z2d",,
"4.2.1.3","Grundlegende Prinzipien der Evolution: Rekombination, Mutation, Selektion, Verwandtschaft, Variation, Fitness, Isolation, Drift, Artbildung, Biodiversität, Koevolution, populationsgenetischer Artbegriff","","x6c",,
"4.2.1.4","adaptiver Wert von Verhalten: reproduktive Fitness, Kosten-Nutzen-Analyse","","g9e",,
"4.2.1.5","Synthetische Evolutionstheorie, Abgrenzung von nicht-naturwissenschaftlichen Vorstellungen","","e9y",,
"4.2.2","Zusätzliche Inhalte für das erhöhte Anforderungsniveau","","e9a",,
"4.2.2.1","Evolution des Menschen: Ursprung, Fossilgeschichte, Stammbäume und Verbreitung des heutigen Menschen","","c9g",,
"4.2.2.2","Kulturelle Evolution: Werkzeuggebrauch, Sprachentwicklung","","c5y",,
"4.2.2.3","Sozialverhalten bei Primaten: exogene und endogene Ursachen, Fortpflanzungsverhalten, reproduktive Fitness","","f4t",,
"4.3","Fachliche Verfahren","","a2d",,
"4.3.2","Zusätzliche Inhalte für das erhöhte Anforderungsniveau","","h2s",,
"4.3.2.1","PCR","","x7v",,
"4.3.2.2","Gelelektrophorese","","z5p",,
"4.3.2.3","Gentechnik: Veränderung und Einbau von DNA, gentechnisch veränderte Organismen, Gentherapeutische Verfahren","","u5s",,
